,SMILES,logS,Processed_SMILES
3263,CC(NC(N)=O)NC(N)=O,-0.5916,CC(NC(N)=O)NC(N)=O
3943,C[Si](C)(C)CCC[NH3+],-1.9509,C[Si](C)(C)CCC[NH3+]
734,CC(C)CCC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,-5.6248375610000005,CC(C)CCC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
7640,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,-3.952,O=C1NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC1O
2994,CCOC(=O)C(=O)C(=O)OCC,0.5117,CCOC(=O)C(=O)C(=O)OCC
3837,NC1=C(C=C(NC2=CC=C(C(NC3=NC(Cl)=NC(Cl)=N3)=C2)S([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,0.1956,NC1=C(S(=O)(=O)[O-])C=C(NC2=CC=C(S(=O)(=O)[O-])C(NC3=NC(Cl)=NC(Cl)=N3)=C2)C2=C1C(=O)C1=CC=CC=C1C2=O
2488,CC(O)CCO,1.0452,CC(O)CCO
4313,ClC1=CC2=C(Cl)C=CC(Cl)=C2C=C1Cl,-7.5163,ClC1=CC2=C(Cl)C=CC(Cl)=C2C=C1Cl
1673,NC1=CC(=CC(C([O-])=O)=C1O)[N+]([O-])=O,-2.4907790333,NC1=CC([N+](=O)[O-])=CC(C(=O)[O-])=C1O
1995,OOP([O-])(=O)CC([O-])=O,0.301076949,O=C([O-])CP(=O)([O-])OO
5849,O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=C1C=CC=C2,-6.33,N#CC1=C(C#N)SC2=C(S1)C(=O)C1=C(C=CC=C1)C2=O
5998,CCCNC(=O)N1C=C(F)C(=O)[N-]C1=O,-1.83,CCCNC(=O)N1C=C(F)C(=O)[N-]C1=O
7666,CSC1=NC(=NC(=N1)N(C)C)N(C)C,-2.676,CSC1=NC(N(C)C)=NC(N(C)C)=N1
3745,CCC(C)OC,-0.7306,CCC(C)OC
5455,CC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1,-1.41,CC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1
806,CCN(CCOC1=CC=C(C=C1)C1CCCCC1)C1=CC=C(C=C(C#N)C#N)C(C)=C1,-8.3860948559,CCN(CCOC1=CC=C(C2CCCCC2)C=C1)C1=CC=C(C=C(C#N)C#N)C(C)=C1
1429,NC1=NC=CN=C1C([O-])=O,-1.7631595965,NC1=NC=CN=C1C(=O)[O-]
648,O=C1CCN(N1)C1=CC=CC=C1,-1.1448233011,O=C1CCN(C2=CC=CC=C2)N1
5384,O=C1NC(=S)NC(=O)C11CCCCC1,-3.46,O=C1NC(=S)NC(=O)C12CCCCC2
4187,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,-7.65,ClC1=CC=C(C2=C(Cl)C=CC(Cl)=C2Cl)C(Cl)=C1Cl
1109,CC(=O)CC(=O)NC1=CC=C(C=C1)S([O-])(=O)=O,0.4217473345,CC(=O)CC(=O)NC1=CC=C(S(=O)(=O)[O-])C=C1
764,CCCCCCCCCCCCC1CO1,-5.9846848009,CCCCCCCCCCCCC1CO1
1986,FC1=CC=CC2=C1NC(=O)C2,-2.2251369084,O=C1CC2=C(N1)C(F)=CC=C2
6462,CC1=C(C([O-])=O)C2=CC(F)=CC=C2N=C1C1=CC=C(C=C1)C1=C(F)C=CC=C1,-6.39,CC1=C(C(=O)[O-])C2=CC(F)=CC=C2N=C1C1=CC=C(C2=C(F)C=CC=C2)C=C1
1478,CC1=NC=C(CO)C(CO)=C1O,-0.1117125827999999,CC1=NC=C(CO)C(CO)=C1O
2545,CCOCCOCCOCCO,0.7490000000000001,CCOCCOCCOCCO
4746,COC(=O)C1(CC1)S(=O)(=O)C1=CC=C(C)C=C1,-2.8803,COC(=O)C1(S(=O)(=O)C2=CC=C(C)C=C2)CC1
5834,ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C=C1Cl,-9.46,ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C=C1Cl
7279,CC[NH+](CC)C(C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2,-2.15,CC[NH+](CC)C(C)CN1C2=C(C=CC=C2)SC2=C1C=CC=C2
6294,CC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CC=CC=C1)C2=O)C([O-])=O,-1.58,CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C([NH3+])C3=CC=CC=C3)C2SC1
6738,O=C1NC(=O)C(=O)[N-]1,-0.4,O=C1[N-]C(=O)C(=O)N1
2527,ClCCOC=C,-2.3951,C=COCCCl
4523,CCCCCCCCCCCCNC(=O)C1=CC=CN=C1,-3.2078,CCCCCCCCCCCCNC(=O)C1=CC=CN=C1
7108,[NH3+]C1C(O)C(O)C(O)C(O)C1O,-1.41,[NH3+]C1C(O)C(O)C(O)C(O)C1O
1608,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-2.4153529113,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
4868,[O-]C(=O)C1=CC=C(Cl)C(Cl)=C1,-3.495,O=C([O-])C1=CC=C(Cl)C(Cl)=C1
6051,CC1=CC=C(OC2=CC=C(C)C=C2)C=C1,-4.85,CC1=CC=C(OC2=CC=C(C)C=C2)C=C1
2101,CC1=CC=C(NN=C2C(=O)C=CC3=CC=CC=C23)C(=C1)[N+]([O-])=O,-7.9690613395,CC1=CC=C(NN=C2C(=O)C=CC3=CC=CC=C32)C([N+](=O)[O-])=C1
2284,NC1=C2NC=NC2=NC=N1,-2.1179,NC1=C2NC=NC2=NC=N1
1368,O=[Se]=O,1.3647745033,O=[Se]=O
7061,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,-3.82,CCCOC(=O)C1=C(C(=O)OCCC)C=CC=C1
6030,CCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.66,CCCCC(=O)OCN1C(=O)NC=C(F)C1=O
3121,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,0.2956,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC
7083,[O-]C(=O)C1=C(C=CC=C1)C(=O)OCCOC(=O)C1=C(C=CC=C1)C([O-])=O,-2.83,O=C([O-])C1=C(C(=O)OCCOC(=O)C2=C(C(=O)[O-])C=CC=C2)C=CC=C1
3035,IC1=CC=C(I)C=C1,-5.3723,IC1=CC=C(I)C=C1
2065,CC(C)C1CCCCC1,-5.3116265943,CC(C)C1CCCCC1
1475,CCCCOCCOCCOCOCCOCCOCCCC,-1.3016357757,CCCCOCCOCCOCOCCOCCOCCCC
1155,OCCOCCOCCCNC1=CC=C(NCCCOCCOCCO)C2=C1C(=O)C1=CC=CC=C1C2=O,0.0571886956,O=C1C2=CC=CC=C2C(=O)C2=C1C(NCCCOCCOCCO)=CC=C2NCCCOCCOCCO
4208,CCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,-0.7190000000000001,CCN1C(=O)C2=C(N=CN2C)N(C)C1=O
6116,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(C=CCO)=C1,-1.87,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(C=CCO)=C1
2229,CCC(O)(COC(N)=O)C1=CC=CC=C1,-0.9227,CCC(O)(COC(N)=O)C1=CC=CC=C1
3180,CC(C)[NH+](C)C,1.0597,CC(C)[NH+](C)C
4561,CC(O)[C-]([N+]([O-])=O)[N+]([O-])=O,0.0789,CC(O)[C-]([N+](=O)[O-])[N+](=O)[O-]
2849,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.9407,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
3321,OC1=CC=C2NC3=CC=CC=C3SC2=C1,-2.5748,OC1=CC=C2NC3=CC=CC=C3SC2=C1
6373,ClC1=CC(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C(Cl)C(Cl)=C1Cl,-10.1,ClC1=CC(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C(Cl)C(Cl)=C1Cl
2721,[O-]C(=O)C1=CC=CC=C1C(F)(F)F,-1.5978,O=C([O-])C1=CC=CC=C1C(F)(F)F
3274,FC(F)(Cl)CCl,-2.2007,FC(F)(Cl)CCl
971,CC(NC1=CC=C(NN=C2C=C(C3=CC=CC=C3C2=O)S([O-])(=O)=O)C(C)=C1)C(=O)C1=CC=CC=C1,-1.8129006218,CC1=CC(NC(C)C(=O)C2=CC=CC=C2)=CC=C1NN=C1C=C(S(=O)(=O)[O-])C2=CC=CC=C2C1=O
1372,OC1=CC=C(Cl)C=C1,-0.6876597172,OC1=CC=C(Cl)C=C1
5256,OCC[NH+]1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,-4.1546,OCC[NH+]1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C32)CC1
3416,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-5.3968,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
5077,C[NH+](C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,-4.187,C[NH+](C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21
4972,CC1=CC=CC2=CC=CC=C12,-3.7413,CC1=CC=CC2=CC=CC=C12
2883,CCCCC([O-])=O,-1.2722,CCCCC(=O)[O-]
5477,ClC1=CC=C(C=C1)C1=C(Cl)C=C(Cl)C=C1,-6.0,ClC1=CC=C(C2=C(Cl)C=C(Cl)C=C2)C=C1
5621,CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C([O-])=O)C3=O,-1.27,CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(=O)[O-])C3=O
4038,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,-3.9049,CCOP(=S)(OCC)OC1=NN(C2=CC=CC=C2)C=N1
1838,CC1=CC(=O)N2N=CN=C2N1,-1.3471955313,CC1=CC(=O)N2N=CN=C2N1
7484,BrC1=CC=CC(NC2=C3C=C4C=NNC4=CC3=NC=N2)=C1,-3.96,BrC1=CC=CC(NC2=NC=NC3=CC4=C(C=NN4)C=C32)=C1
6519,C[N+](C)(C)CCCl,0.799,C[N+](C)(C)CCCl
5881,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,-2.74,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
4560,[O-]C(=O)C(Cl)=C(Br)Br,-0.6873,O=C([O-])C(Cl)=C(Br)Br
7380,CC(C)[NH2+]CC1=CC=CC(=C1)S(=O)(=O)C1=CSC(=C1)S(N)(=O)=O,-1.56,CC(C)[NH2+]CC1=CC=CC(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)=C1
5297,NC1=CC=C(C(=O)OC2=CC=CC=C2)C(O)=C1,-4.5152,NC1=CC=C(C(=O)OC2=CC=CC=C2)C(O)=C1
3057,CCCOC(C)C,-1.3373,CCCOC(C)C
6839,CC1=CC2=CC=CC(O)=C2N=C1C,-3.32,CC1=CC2=CC=CC(O)=C2N=C1C
4780,CC(C)(C)C,-3.3371,CC(C)(C)C
447,CC12CCC3C(CCC4=C3CCC(=O)C4)C1CCC2=O,-4.0549767292,CC12CCC3C4=C(CCC3C1CCC2=O)CC(=O)CC4
3843,NC(=[NH2+])NCCCCCCCC[NH2+]CCCCCCCCNC(N)=[NH2+],0.3322,NC(=[NH2+])NCCCCCCCC[NH2+]CCCCCCCCNC(N)=[NH2+]
4757,CCOC1=CC(=CC=C1C1COC(=N1)C1=C(F)C=CC=C1F)C(C)(C)C,-6.6782,CCOC1=CC(C(C)(C)C)=CC=C1C1COC(C2=C(F)C=CC=C2F)=N1
4579,CC1CCCC(OC2CCCC(C)O2)O1,-1.1083,CC1CCCC(OC2CCCC(C)O2)O1
182,CC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,-4.6234419541000005,CC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O
4989,COC1=CC=CC=C1[N+]([O-])=O,-1.9572,COC1=CC=CC=C1[N+](=O)[O-]
5732,CN(CC(N)=O)C(=O)COC(=O)C1=CC=CC=C1,-0.92,CN(CC(N)=O)C(=O)COC(=O)C1=CC=CC=C1
6333,CCN(CC)C(=O)CCC(=O)OCN1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.14,CCN(CC)C(=O)CCC(=O)OCN1C=NC2=C1C(=O)N(C)C(=O)N2C
1266,COC(=O)C=C(C)C,-1.4140004112,COC(=O)C=C(C)C
7729,CCCCC1=C(CCCC)C(C([O-])=O)=C(C=C1)C([O-])=O,-4.4,CCCCC1=C(CCCC)C(C(=O)[O-])=C(C(=O)[O-])C=C1
1370,NC1=NC(Cl)=NC(NC2=CC=C(C(NN=C3C(=O)C4=C(N)C(N=NC5=CC(=CC=C5S([O-])(=O)=O)S([O-])(=O)=O)=C(C=C4C=C3S([O-])(=O)=O)S([O-])(=O)=O)=C2)S([O-])(=O)=O)=N1,-0.5908005839,NC1=NC(Cl)=NC(NC2=CC=C(S(=O)(=O)[O-])C(NN=C3C(=O)C4=C(N)C(N=NC5=CC(S(=O)(=O)[O-])=CC=C5S(=O)(=O)[O-])=C(S(=O)(=O)[O-])C=C4C=C3S(=O)(=O)[O-])=C2)=N1
2367,ClC1=C2NC=NC2=NC=N1,-1.4901,ClC1=C2NC=NC2=NC=N1
3880,[O-]C1=CC=CC=C1S(=O)(=O)C1=CC=CC=C1[O-],-3.3192,O=S(=O)(C1=CC=CC=C1[O-])C1=CC=CC=C1[O-]
7333,FC1=CN(C2CCCO2)C(=O)NC1=O,-1.01,O=C1NC(=O)N(C2CCCO2)C=C1F
1648,CCOC(=O)C1OC1(C)C1=CC=CC=C1,-2.3143750058,CCOC(=O)C1OC1(C)C1=CC=CC=C1
987,COC(C)(C)CCOC(C)=O,-0.4390291979,COC(C)(C)CCOC(C)=O
6714,CCCN(=O)=O,-0.8,CCC[N+](=O)[O-]
3572,CCCCOCCC(=O)OC,-1.2909,CCCCOCCC(=O)OC
3217,CN(C)C1=CC=[NH+]C=C1,-0.2062,CN(C)C1=CC=[NH+]C=C1
4792,C1C2=CC=CC=C2C2=CC3=CC=CC=C3C=C12,-7.733,C1=CC=C2C=C3C(=CC2=C1)CC1=CC=CC=C13
33,C=CC(=O)OCCOC1=CC=CC=C1C1=CC=CC=C1,-3.9515188418,C=CC(=O)OCCOC1=CC=CC=C1C1=CC=CC=C1
6072,CCC(C(=O)NC(N)=O)(C(=O)OC)C1=CC=CC=C1,-2.75,CCC(C(=O)NC(N)=O)(C(=O)OC)C1=CC=CC=C1
1423,COC1=CC=C(NC(=O)CC(C)=O)C=C1,-1.9014771833,COC1=CC=C(NC(=O)CC(C)=O)C=C1
6531,CCCCCCN1CC(CC1=O)C(=O)OC,-1.246,CCCCCCN1CC(C(=O)OC)CC1=O
4997,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,-3.0003,CC1=C([N+](=O)[O-])C=CC=C1[N+](=O)[O-]
6214,ClC1=CC(OC2=CC=C(Cl)C=C2Cl)=C(Cl)C=C1,-6.77,ClC1=CC=C(OC2=C(Cl)C=CC(Cl)=C2)C(Cl)=C1
7325,COC1=CC2=CC=CC3=C2C(CN(C3)C(N)=[NH+]O)=C1,-1.21,COC1=CC2=CC=CC3=C2C(=C1)CN(C(N)=[NH+]O)C3
2428,CC(C)COC(=O)C(C)C,-2.1590000000000003,CC(C)COC(=O)C(C)C
3719,CC1(CCCC=C1C([O-])=O)C([O-])=O,-1.9642,CC1(C(=O)[O-])CCCC=C1C(=O)[O-]
3816,OC1(CC[NH+](CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,-3.6693,O=C(CCC[NH+]1CCC(O)(C2=CC=C(Br)C=C2)CC1)C1=CC=C(F)C=C1
461,CC(=O)OC(C)(C)C1CCC(C)=CC1,-3.931170339,CC(=O)OC(C)(C)C1CC=C(C)CC1
7334,CCOC1=CC(=O)CC(C)C11OC2=C(C1=O)C(OC)=CC(OC)=C2Cl,-5.0,CCOC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OC)=C1Cl
5705,CC(C)[NH2+]CC(O)COC1=C(OCC=C)C=CC=C1,-0.32,C=CCOC1=C(OCC(O)C[NH2+]C(C)C)C=CC=C1
4749,COC(=O)C1(CC1)S(=O)(=O)C1=CC=C(Cl)C=C1,-3.3086,COC(=O)C1(S(=O)(=O)C2=CC=C(Cl)C=C2)CC1
7987,CON=C(C)C1=CC=CC(OC2=NC(OC)=CC(OC)=N2)=C1C(=O)OC,-3.6037,CON=C(C)C1=CC=CC(OC2=NC(OC)=CC(OC)=N2)=C1C(=O)OC
2755,O=C1NC(=O)C2=NC=CN=C2[N-]1,-2.1183,O=C1[N-]C2=NC=CN=C2C(=O)N1
2454,C[NH2+]CC1=CC=CC=C1,0.9166,C[NH2+]CC1=CC=CC=C1
4991,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,-2.4989,O=[N+]([O-])C1=CC=CC([N+](=O)[O-])=C1
939,O=P(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)OP(=O)(OCC1=CC=CC=C1)OCC1=CC=CC=C1,-7.2540426772,O=P(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)OP(=O)(OCC1=CC=CC=C1)OCC1=CC=CC=C1
7220,CCCCCCCCCCSC(N)=[NH2+],-2.71,CCCCCCCCCCSC(N)=[NH2+]
7861,C1C[NH2+]CCN1,1.0648,C1C[NH2+]CCN1
7538,OC(C1CC2CC[NH+]1CC2C([O-])=O)C1=CC=NC2=CC=CC=C12,-1.94,O=C([O-])C1C[NH+]2CCC1CC2C(O)C1=CC=NC2=CC=CC=C21
138,COC1=CC(C=O)=CC(=C1[O-])[N+]([O-])=O,-2.4496899299,COC1=CC(C=O)=CC([N+](=O)[O-])=C1[O-]
6273,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C=C1,-7.76,ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C=C1
1693,CC(=C)C(=O)OC(C)(C)C,-2.4863755076,C=C(C)C(=O)OC(C)(C)C
7972,CC(=O)OCC(C(OC(C)=O)C1=CC=CC=C1)[N+]([O-])=O,-3.972,CC(=O)OCC(C(OC(C)=O)C1=CC=CC=C1)[N+](=O)[O-]
2880,COC(=O)C(=O)OC,-0.2919,COC(=O)C(=O)OC
1342,CC(=O)N1CCN(CC1)C1=CC=C(O)C=C1,-1.817914488,CC(=O)N1CCN(C2=CC=C(O)C=C2)CC1
1521,CC(C)CC(C)(O)C#C,-1.0365979243,C#CC(C)(O)CC(C)C
7494,[O-]C(=O)CN1C=CC2=CC3=C(NC4=CC(Br)=CC=C4)N=CN=C3C=C12,-1.96,O=C([O-])CN1C=CC2=CC3=C(NC4=CC(Br)=CC=C4)N=CN=C3C=C21
915,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,-6.8410879515,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
5913,[O-]C(=O)C=CC=CC1=CC=CC=C1,-3.64,O=C([O-])C=CC=CC1=CC=CC=C1
6772,OC1CCN2C(O)C3=CC=CC=C3[NH+]=C12,-2.07,OC1CCN2C1=[NH+]C1=CC=CC=C1C2O
5646,CC(C)(SC1=C(C=C(O)C=C1C(C)(C)C)C(C)(C)C)SC1=C(C=C(O)C=C1C(C)(C)C)C(C)(C)C,-8.17,CC(C)(SC1=C(C(C)(C)C)C=C(O)C=C1C(C)(C)C)SC1=C(C(C)(C)C)C=C(O)C=C1C(C)(C)C
7732,CCC1=CC=C(C=C1)C(C(Cl)Cl)C1=CC=C(CC)C=C1,-7.04,CCC1=CC=C(C(C2=CC=C(CC)C=C2)C(Cl)Cl)C=C1
1284,CC1=CC=C(N)C=C1N,-0.5071845321,CC1=CC=C(N)C=C1N
6115,CCCC(=O)OCSC1=C2NC=NC2=NC=N1,-2.69,CCCC(=O)OCSC1=C2NC=NC2=NC=N1
1002,CC1=CC=CC=C1NC1=NC(Cl)=NC(NC2=CC(=CC3=C2C(=O)C(=NNC2=CC=CC=C2S([O-])(=O)=O)C(=C3)S([O-])(=O)=O)S([O-])(=O)=O)=N1,-0.4572403676,CC1=CC=CC=C1NC1=NC(Cl)=NC(NC2=CC(S(=O)(=O)[O-])=CC3=C2C(=O)C(=NNC2=CC=CC=C2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C3)=N1
7365,ON(C1CCCCC1)C(=O)C1CCCC1,-3.16,O=C(C1CCCC1)N(O)C1CCCCC1
2221,CC(C)(C)C1=CC=C2OC(=O)C(C2=C1)C1=CC(=CC=C1OC(=O)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)C(C)(C)C,-8.848512616699999,CC(C)(C)C1=CC=C(OC(=O)C2=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C2)C(C2C(=O)OC3=CC=C(C(C)(C)C)C=C32)=C1
2702,CNC(=O)OC1=CC(C)=C(N(C)C)C(C)=C1,-3.3469,CNC(=O)OC1=CC(C)=C(N(C)C)C(C)=C1
4372,CSC(=[NH+]C)N(C)C,-0.4401,C[NH+]=C(SC)N(C)C
1610,C1OC1C1=CC=CC=C1,-1.9065411213,C1=CC=C(C2CO2)C=C1
2271,COC(=O)C1=CCC[NH+](C)C1,0.8091,COC(=O)C1=CCC[NH+](C)C1
5089,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,-3.3804,CC(C)OC(=O)NC1=CC=CC(Cl)=C1
3847,CCC(O)C[NH3+],1.0499,CCC(O)C[NH3+]
7290,CCCC1=CC(=O)N(CCC([O-])=O)C=C1,-2.11,CCCC1=CC(=O)N(CCC(=O)[O-])C=C1
1914,[O-]C1=CC(=O)C(=CC1=NNC1=CC(=CC2=C1C(=O)C(=NNC1=CC=C(NC3=CC=C(C=C3S([O-])(=O)=O)[N+]([O-])=O)C=C1)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O)N=NC1=CC=C(NC2=CC=C(C=C2S([O-])(=O)=O)[N+]([O-])=O)C=C1,-0.7667514499,O=C1C=C([O-])C(=NNC2=CC(S(=O)(=O)[O-])=CC3=C2C(=O)C(=NNC2=CC=C(NC4=CC=C([N+](=O)[O-])C=C4S(=O)(=O)[O-])C=C2)C(S(=O)(=O)[O-])=C3)C=C1N=NC1=CC=C(NC2=CC=C([N+](=O)[O-])C=C2S(=O)(=O)[O-])C=C1
7520,CC1NC(=O)C2=C(C=CC=C2)N(CC(O)C(O)C(O)CO)C1=O,-1.51,CC1NC(=O)C2=C(C=CC=C2)N(CC(O)C(O)C(O)CO)C1=O
680,CC1=CC(C=C(C1=N)S([O-])(=O)=O)=C(C1=CC=C(N)C(=C1)S([O-])(=O)=O)C1=CC=C(N)C(=C1)S([O-])(=O)=O,-1.7675632436000002,CC1=CC(=C(C2=CC=C(N)C(S(=O)(=O)[O-])=C2)C2=CC=C(N)C(S(=O)(=O)[O-])=C2)C=C(S(=O)(=O)[O-])C1=N
2881,CC([NH3+])(CC1=CC=C(O)C(O)=C1)C([O-])=O,-1.3247,CC([NH3+])(CC1=CC=C(O)C(O)=C1)C(=O)[O-]
6234,[O-]C(=O)CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C12,-3.41,O=C([O-])CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C21
4787,C1=CC2=C3C(=C1)C1=CC=CC4=C1C1=C(C=C4)C=CC(C=C2)=C31,-9.0265,C1=CC2=C3C(=C1)C1=CC=CC4=C1C1=C(C=C4)C=CC(=C31)C=C2
2281,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC[NH3+],-1.6695,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC[NH3+]
6544,OCC(O)C=O,-0.489,O=CC(O)CO
6159,CCNC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-3.13,CCNC(=O)C1=CC(N2CC2)=C([N+](=O)[O-])C=C1[N+](=O)[O-]
2486,COC(C)(C)CC(C)=O,0.3326,COC(C)(C)CC(C)=O
5681,CCCCC1=CC=C(C=C1)C([O-])=O,-3.08,CCCCC1=CC=C(C(=O)[O-])C=C1
4643,CC1=C(N=C(Br)N1)[N+]([O-])=O,-1.7914,CC1=C([N+](=O)[O-])N=C(Br)N1
3917,NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,-2.5283,NS(=O)(=O)C1=CC=C(S(N)(=O)=O)C=C1
6172,CCCN1CCN2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.31,CCCN1CCN2C(=O)C3=C(C=CC=C3)N=C2C1C
2611,OC(=C)C([O-])=O,1.0552,C=C(O)C(=O)[O-]
627,CCCCCCCC[Si](OC)(OC)OC,-4.2461281993,CCCCCCCC[Si](OC)(OC)OC
5086,CNC(=O)CSP(=S)(OC)OC,-0.9624,CNC(=O)CSP(=S)(OC)OC
4192,CC(S(C)(=O)=O)S(C)(=O)=O,-1.4188,CC(S(C)(=O)=O)S(C)(=O)=O
3016,CCCC(O)C(C)C,-1.3093,CCCC(O)C(C)C
4906,CC(C)Cl,-1.4037,CC(C)Cl
7718,ClC1=CC(Cl)=CC(Cl)=C1,-4.6,ClC1=CC(Cl)=CC(Cl)=C1
7406,CC1=NC=C(N1CCO)[N+]([O-])=O,-1.21,CC1=NC=C([N+](=O)[O-])N1CCO
889,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1,-5.7715452251,CC(=O)OC1=C(C)C(C)=C2OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CCC2=C1C
3696,O=C1CCCCCCCCN1,-1.0737,O=C1CCCCCCCCN1
5411,CCCOC(=O)C1=CC=C(O)C=C1,-2.68,CCCOC(=O)C1=CC=C(O)C=C1
1051,CCCC[NH2+]CCO,0.931102034,CCCC[NH2+]CCO
3811,O=C(NC1CCCCC1)C1=CC=CN=C1,-2.319,O=C(NC1CCCCC1)C1=CC=CN=C1
4586,[O-]C(=O)CNC(=O)CNS(=O)(=O)C1=CC2=CC=CC=C2C=C1,-2.6954,O=C([O-])CNC(=O)CNS(=O)(=O)C1=CC2=CC=CC=C2C=C1
3599,CCN(CC)C(=O)OC,-0.2918,CCN(CC)C(=O)OC
5319,CCNC1=NC(Cl)=NC(=N1)N(CC)CC,-4.0601,CCNC1=NC(Cl)=NC(N(CC)CC)=N1
6465,CC1CN(CC[NH2+]1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C([O-])=O,-3.8,CC1CN(C2=CC3=C(C=C2F)C(=O)C(C(=O)[O-])=CN3C2=C(F)C=C(F)C=C2)CC[NH2+]1
1441,CCCCCCC=O,-1.7501244285,CCCCCCC=O
5201,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,-6.1033,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2
